,artist,song,link,text
234,Bob Dylan,Are You Ready,/b/bob+dylan/are+you+ready_20021502.html,"Are you ready, are you ready?  
Are you ready, are you ready?  
  
Are you ready to meet Jesus?  
Are you where you ought to be?  
Will He know you when He sees you  
Or will He say, ""Depart from Me""?  
  
Are you ready, hope you're ready  
Am I ready, am I ready?  
Am I ready, am I ready?  
  
Am I ready to lay down my life for the brethren  
And to take up my cross?  
Have I surrendered to the will of God  
Or am I still like the boss?  
  
Am I ready, hope I'm ready.  
When the destruction cometh swiftly  
And there's no time to say a fare-thee-well  
Have you decided whether you want to be  
In heaven or in hell?  
  
Are you ready, are you ready?  
Have you got some unfinished business?  
Is there something holding you back?  
Are you thinking for yourself  
Or are you following the pack?  
  
Are you ready, hope you're ready  
Are you ready?  
  
Are you ready for the judgment?  
Are you ready for that terrible swift sword?  
Are you ready for Armageddon?  
Are you ready for the day of the Lord?  
  
Are you ready, I hope you're ready?

"
235,Bob Dylan,Ain't Gonna Grieve,/b/bob+dylan/aint+gonna+grieve_20275479.html,"By Bob Dylan  
  
Well, I ain't a-gonna grieve no more, no more  
Ain't a-gonna grieve no more, no more  
Ain't a-gonna grieve no more, no more  
And ain't a-gonna grieve no more.  
  
Come on brother, join the band,  
Come on sisters, clap your hands,  
Tell everybody that's in the land,  
You ain't a-gonna grieve no more.  
  
Well, I ain't a-gonna grieve no more, no more  
Ain't a-gonna grieve no more, no more  
Ain't a-gonna grieve no more, no more  
And ain't a-gonna grieve no more.  
  
Brown and blue and white and black,  
All one color on the one-way track,  
We got this far and ain't a-goin' back  
And ain't a-gonna grieve no more.  
  
Well, I ain't a-gonna grieve no more, no more  
Ain't a-gonna grieve no more, no more  
Ain't a-gonna grieve no more, no more  
I ain't a-gonna grieve no more.  
  
We're gonna notify your next of kin,  
You're gonna raise the roof until the house falls in.  
If you get knocked down get up again,  
We ain't a-gonna grieve no more.  
  
Well, I ain't a-gonna grieve no more, no more  
Ain't a-gonna grieve no more, no more  
Ain't a-gonna grieve no more, no more  
I ain't a-gonna grieve no more.  
  
We'll sing this song all night long,  
Sing it to my baby from midnight on.  
She'll sing it to you when I'm dead and gone,  
Ain't a-gonna grieve no more.  
  
Well, I ain't a-gonna grieve no more, no more  
Ain't a-gonna grieve no more, no more  
Ain't a-gonna grieve no more, no more  
I ain't a-gonna grieve no more

"
236,Gordon Lightfoot,Go Go Round,/g/gordon+lightfoot/go+go+round_20061685.html,"Alone upon the sidewalks of despair, 'twas there she wandered with her
suitcase in her hand.  
Her fate she pondered, only a go-go girl in love with someone who didn't care.  
She met him on a night so rare when her friends were there and the band was
grooving.  
When he gave a glance that said how much he would like to meet her,  
How was she to know at the time he would mistreat her?  
  
In her case she danced for him although a hundred eyes were turned her way,  
And before the set was through he knew she would be his loved one.  
Only a go-go girl in love with someone who didn't care,  
Only twenty-one, she was a young girl just in from somewhere.  
  
He's playing up in Michigan with a group they call The Intended,  
With a kiss, and a promise, he was gone, the song was ended.  
But as she walks, she waits for him, the pavement is a shoulder for her tears,  
But in her heart, she knows there is no way she can hope to change him.  
  
Only a go-go girl in love with someone who didn't care,  
Only twenty-one, she was a young girl just in from somewhere,  
Only a go-go girl in love with someone who didn't care, a go-go girl in love.

"
237,Gordon Lightfoot,My Little Love,/g/gordon+lightfoot/my+little+love_20061504.html,"I've got a song that it is my mind  
My little love who is never unkind  
""I'm a poet and I'm better off dead""  
These are the words she said  
Down by the breadline, pickin' up dough  
Hand me the guitar, there I'll go  
I would rather make a living instead  
Instead of bein' in the red  
My little love from the world outside  
Helpin' me keep, turnin' the tide  
Come and meet me by the neon light  
And I'm hopin' you'll make it alright  
I'll do anything you see fit, my little love  
My little love movin' in my soul  
My little love who will never turn cold  
It doesn't matter if I ain't shaved  
It doesn't matter if I ain't behaved  
My little love you been on my side  
Helpin' me keep, turnin' the tide  
Havin' a hard time livin' right now  
Havin' a fine time showin' you how  
My little love from the world out there  
Helpin' me keep, a-doin' my share  
Come and meet me by the neon light  
And I'm hopin' you will make it alright  
I'll do anything you see fit, my little love  
I've got a song that it is my mind  
My little love who is never unkind  
""I'm a poet and I'm better off dead""  
These are the words she said  
Down by the breadline, pickin' up dough  
Hand me the guitar, there I'll go  
It doesn't matter if I ain't shaved  
It don't matter if I ain't behaved  
I got a light that is in my soul  
I got a love that'll never turn cold  
Come and meet me by the neon tonight  
And I'm hopin' you'll make it alright  
I'll do anything you see fit, my little love  
I'll do anything you see fit, my little love  

"
238,Alabama,It Works,/a/alabama/it+works_20331027.html,"He rattles his glass, she jumps up fast  
And pours him a glass of tea  
Deep in her heart she believes  
That's the way it should be  
And I've seen my dad get fighting mad  
Over one little four letter word  
He'll tell you fast, you don't talk like that  
Around her  
  
We may not see it the way they see it  
We may not do it the way they do it  
But she lives her life for him and he'd gladly die for her  
And even in this modern age, it works  
  
Though he's down in his back, he still jumps out of that sack  
Every morning at 5:00 a.m.  
But having her home with the kids  
Has been worth it to him  
And she takes pride in being his wife  
And making their house a home  
Sometimes she wishes the world would just  
Leave them alone  
  
We may not see it the way they see it  
We may not do it the way they do it  
But she lives her life for him and he'd gladly die for her  
And even in this modern age, it works  
  
If the good lord's willing  
There will come a day  
When our children will say  
  
We may not see it the way they see it  
We may not do it the way they do it  
But she lives her life for him and he'd gladly die for her  
And even in this modern age, it works  
  
And even in this modern age, it works  

"
239,George Strait,Marina Del Rey,/g/george+strait/marina+del+rey_20263209.html,"We said goodbye in Marina del Rey  
""I had a good time""  
Was the last thing I heard her say  
As I walked away  
  
And on the plane back to Tennessee  
My mind comes across her memory  
And yesterday  
In Marina del Rey  
  
[Chorus]  
On a hidden beach under a golden sun  
She spread a blanket that we laid down on  
And loved the world away  
In Marina del Rey  
And as we looked into each others' eyes  
We were lost in paradise  
Like two castaways  
In Marina del Rey  
  
Like the ocean tide's highs and lows  
Love sometimes comes and goes away  
In Marina del Rey  
And as this plane is touchin' down  
Tears touch my eyes for I have found  
My heart has stayed  
In Marina del Rey  
  
[Chorus]  
  
We said goodbye  
In Marina del Ray

"
240,Gordon Lightfoot,Boss Man,/g/gordon+lightfoot/boss+man_20061664.html,"Boss Man, Boss Man what do ya say  
I gotta get you alone in the mine some day  
Boss Man, Boss Man turn it around  
If you don't look away how can I sit down  
  
Look at this load upon my back  
Gotta get this wheel back on the track  
I can't hold on but I can't let go  
And I can't say yes I can't say 'no'  
  
Holes in my pockets and holes in my shoes  
If you're ready for me I'm ready for you  
The company plan takes all my pay  
Got a child in July and another last May  
  
Boss Man, Boss Man what do ya say  
Gonna get you alone in the mine some day  
Push your face down in the coal  
'Cause you got no heart you got no soul  
  
Country life's the life for me  
In ten more years I'll a pensioner be  
The younger lad knows when the girls are out  
But you might say he's a rural sprout  
  
Boss Man, Boss Man what do ya say  
Gonna get you alone in the mine some day  
Boss Man, Boss Man clear the track  
You're gonna tear the skin right offa my back  
  
Boss Man, Boss Man what do ya say  
If you can't lend a hand then get outta my way  
It'll be murder in the first degree  
If you ever lay your hands on me  
  
Boss Man, Boss Man pay my rent  
A dollar I've earned is a dollar I've spent  
The company plan takes all my check  
For breakin' my back and riskin' my neck  
  
Boss Man, Boss Man what do ya say  
I gotta get you alone in the mine some day  
I can't hold on but I can't let go  
And I can't say yes I can't say 'no

"
241,Donna Summer,Full Of Emptiness,/d/donna+summer/full+of+emptiness_20042308.html,"Full of emptiness  
Broken promises  
And love turned out so sad  
The hurt goes on and on  
  
Full of emptiness  
Hello loneliness  
Good friends will mind  
The sands of time  
Have slipped through my hands  
  
From the bottom to the top  
Why he had me feeling fine  
Then i took a long long drop  
When he walked out of my life  
My world  
  
Full of emptiness  
That and something less  
And memories of him  
Have never seemed to be

"
242,Alabama,Love In The First Degree,/a/alabama/love+in+the+first+degree_20005086.html,"I once thought of love as a prison  
a place I didn't want to be  
So long ago, I made a decision  
to be footloose and fancy-free  
  
But you came and I was so tempted  
to gamble on love just one time  
I never thought, that I would get caught  
It seemed like the perfect crime  
  
[Chorus:]  
Baby you left me defense-less  
I've only got one plea  
Lock me away, inside of your love  
and throw away the key  
I'm guilty...of love in the first degree  
  
I thought it would be so simple  
like a thousand times before  
I'd take what I wanted, and just walk away  
but I never made it to the door  
  
Now babe I'm not beggin' for mercy  
go ahead and throw the book at me  
If lovin' you's a crime  
I know that I'm as guilty as a man can be  
  
[Chorus]  
  
Love in the first degree (oh-oh yeah)  
Love in the first degree  
Oh Yeeeaaaah!  
  
[Chorus]

"
243,Donna Summer,No Ordinary Love Song,/d/donna+summer/no+ordinary+love+song_20553447.html,"Am I helpless to refrain  
Like a jail it's so insane  
Am I disatisfied with love or unamused  
An incapacitated heart  
A long-shot fired in the dark  
I never knew that I could care so much  
At last the world will know  
That this is, this is no, no ordinary love song  
Oh no, no ordinary love song  
Oh no  
A man, a man who hoped so long  
So long to find  
If I could be your love song  
Oh yes  
Your one eternal love song  
Oh yes  
Sometimes when I turn  
You're standing unaware  
And I am filled with desire,  
Then again despair  
What can I do?  
Please tell me, can't I make you see?  
You're everything I need  
You are the missing key  
I'll be your instrument of love  
You play every chord in me  
At last the world will know  
That this is, this is no, no ordinary love song  
Oh no, no ordinary love song  
A girl, a girl who hoped so long  
So long to find  
If I could be your love song  
Oh yes  
Your one eternal love song  
Oh yes  
Sometimes when I turn  
You're standing unaware  
And I'm filled with desire,  
Then again despair  
What can I do?  
Please tell me, can't I make you see?  
You're everything I need  
You are the missing key  
I'll be your instrument of love  
You play every chord in me  
Sometimes when I turn  
You're standing unaware  
I'm filled with desire,  
Then again despair  
What can I do?  
Please tell me, can't I make you see?  
You're everything I need  
You are the missing key  
I'll be your instrument of love  
You play every chord in me  
Play me, play me, play me  
I love you

"
244,George Strait,If It's Gonna Rain,/g/george+strait/if+its+gonna+rain_20201690.html,"If it's gonna rain I hope it pours  
Thunder and lightning  
Like never before  
'Cause that's how I feel  
Here in my heart  
If it's gonna rain  
Let the storm start  
  
If you're gonna leave go on and go  
Don't even look back  
When you hit the road  
If that's how you feel  
About you and me  
Now's a good time  
So go on and leave  
  
I've never been one for doing  
Something half the way  
I've loved you with all my heart  
But it's all been in vain  
  
It's gonna hurt  
Cut to the bone  
Break my heart in two  
When you move on  
I'm gonna cry a river of tears  
It's gonna rain and rain and rain  
'Round here for years  
  
I'm gonna cry a river of tears  
It's gonna rain  
Let the storm start  
If it's gonna rain I hope it pours

"
245,Alabama,Clear Water Blues,/a/alabama/clear+water+blues_20169896.html,"Clear water blues, thinkin' of you  
Sittin' here fishin', catchin' a few  
Spendin' my days just tryin' to lose  
These clear water blues  
  
Clear water blues driftin' along  
Nowhere to go, now that you're gone  
My lonely heart don't know what to do  
With these clear water blues  
  
Lookin' out across the ocean  
Blue is all I see  
And it seems like no matter how far I go  
Your memory just won't set me free  
  
Clear water blues won't leave me alone  
Keeps on remindin' me why you're gone  
My reflection is showin' a fool  
In these clear water blues  
  
Clear water blues, still thinkin' of you  
Sittin' here fishin', catchin' a few  
Spendin' my days just tryin' to lose  
These clear water blues  
These clear water blues

"
246,Donna Summer,Our Love,/d/donna+summer/our+love_20042216.html,"Dropping you this line to give you peace,  
And to set your weary mind at ease  
I know that it's rough when you're so far away  
Listen to the words I have to say  
  
Sometimes when you're gone, I don't know why  
I find the simple need to sit and cry  
It's not that I'm lonely or, that I'm blue  
It's just that I need to be with you  
  
Our love will last forever  
Our love will last forever  
Our love will last forever  
Our love will last forever  
  
When I know our love is going strong  
And I have all I need to carry on  
And my mind and body seem to understand  
That for me you are the perfect man  
  
Our love, our love, our love  
Will last forever  
Our love will last forever  
  
Our love will last forever  
Our love will last forever  
Our love will last forever  
Our love will last forever  
Our love will last forever  
Our love will last forever

"
247,George Strait,Do The Right Thing,/g/george+strait/do+the+right+thing_20059414.html,"Once you told me you were gonna love me  
That it was meant to be and there's no other way  
Then came someone showed you more fun  
We've had a good run better think it over  
  
Do the right thing baby do the right thing  
Go with your heart and do the right thing  
  
He's got a good line, shows you a good time  
Did he change your mind guess it's your move  
I'll lose my pride I'd even step aside  
Honey you really must decide who's best for you  
  
Do the right thing baby do the right thing  
Go with your heart and do the right thing  
Do the right thing baby do the right thing  
Go with your heart and do the right thing  
  
You might chose me or chose to lose me  
Someday you'll see the good thing you had  
  
Do the right thing baby do the right thing  
Go with your heart and do the right thing  
Do the right thing baby do the right thing  
Go with your heart and do the right thing  
Go with your heart and do the right thing

"
248,Bob Dylan,Days Of 49,/b/bob+dylan/days+of+49_20021516.html,"I'm old Tom Moore from the bummer's shore in that good old golden days  
They call me a bummer and a gin shot too, but what cares I for praise ?  
I wander around from town to town just like a roving sign  
And all the people say, ""There goes Tom Moore, in the days of '49""  
In the days of old, in the days of gold  
How oft' times I repine for the days of old  
When we dug up the gold, in the days of '49.  
  
My comrades they all loved me well, a jolly saucy crew  
A few hard cases I will recall though they all were brave and true  
Whatever the pitch they never would flinch, they never would fret or whine  
Like good old bricks they stood the kicks in the days of '49  
In the days of old, in the days of gold  
How oft' times I repine for the days of old  
When we dug up the gold, in the days of '49.  
  
There was New York Jake, the butcher boy, he was always getting tight  
And every time that he'd get full he was spoiling for a fight  
But Jake rampaged against a knife in the hands of old Bob Stein  
And over Jake they held a wake in the days of '49  
In the days of old, in the days of gold  
How oft' times I repine for the days of old  
When we dug up the gold, in the days of '49.  
  
There was Poker Bill, one of the boys who was always in a game  
Whether he lost or whether he won, to him it was always the same  
He would ante up and draw his cards and he would you go a hatful blind  
In the game with death Bill lost his breath, in the days of '49  
In the days of old, in the days of gold  
How oft' times I repine for the days of old  
When we dug up the gold, in the days of '49.  
  
There was Ragshag Bill from Buffalo, I never will forget  
He would roar all day and he'd roar all night and I guess he's roaring yet  
One day he fell in a prospect hole, in a roaring bad design  
And in that hole he roared out his soul, in the days of '49  
In the days of old, in the days of gold  
How oft' times I repine for the days of old  
When we dug up the gold, in the days of '49.  
  
Of the comrades all that I've had, there's none that's left to boast  
And I'm left alone in my misery like some poor wandering ghost  
And I pass by from town to town, they call me a rambling sign  
""There goes Tom Moore, a bummer shore in the days of '49 ""  
In the days of old, in the days of gold  
How oft' times I repine for the days of old  
When we dug up the gold, in the days of '49.

"
249,Bob Dylan,"It Ain't Me, Babe",/b/bob+dylan/it+aint+me+babe_20021152.html,"Go 'way from my window  
Leave at your own chosen speed  
I'm not the one you want, babe  
I'm not the one you need  
You say you're lookin' for someone  
Who's never weak but always strong  
To protect you an' defend you  
Whether you are right or wrong  
Someone to open each and every door  
But it ain't me, babe  
No, no, no, it ain't me babe  
It ain't me you're lookin' for, babe.  
  
Go lightly from the ledge, babe  
Go lightly on the ground  
I'm not the one you want, babe  
I will only let your down  
You say you're lookin' for someone  
Who will promise never to part  
Someone to close his eyes for you  
Someone to close his heart  
Someone who will die for you an' more  
But it ain't me, babe  
No, no, no, it ain't me babe  
It ain't me you're lookin' for, babe.  
  
Go melt back into the night  
Everything inside is made of stone  
There's nothing in here moving  
An' anyway I'm not alone  
You say you're looking for someone  
Who'll pick you up each time you fall  
To gather flowers constantly  
An' to come each time you call  
A lover for you life an' nothing more  
But it ain't me, babe  
No, no, no, it ain't me, babe  
It ain't me you're lookin' for, babe.

"
250,George Strait,One Of You,/g/george+strait/one+of+you_20059395.html,"Last night I had a dream, dreamt I had it all I had it all  
I had one truck, one car  
One boat, one guitar  
But all these things wouldn't get me too far  
If I didn't have one of you  
  
I work hard every day to bring home all my pay  
I got one house, one yard  
One dog who likes to bark  
We'd be cold, living the dark if I didn't have one of you  
  
One of you is all I want and all I'll ever need  
One of you is all it takes to make my life complete  
  
[Chorus]  
This is what I have, you have it all  
I got one heart, one love  
One dream I'm dreaming of  
Wouldn't have known what to give it all to  
If I didn't have one of you  
  
One of you is all I want and all I'll ever need  
One of you is all it takes to make my life complete  
  
[Chorus]

"
251,Donna Summer,Love Will Always Find You,/d/donna+summer/love+will+always+find+you_20042211.html,"Love will always find you  
No matter where you hide  
Love is gonna find you  
And it's only just a matter of time  
  
Love's our common hero  
It always gets its man  
Cause love is so much stronger  
Don't you know it will win in the end  
Love will always find you  
  
Love will always find you  
No matter where you are  
Love is gonna reach you  
Cause it's never really that far  
  
No, no man is a island  
We weren't born to be alone  
Life is made for sharing  
And love is gonna find you home  
  
I spent my time waiting  
I lost my faith in love  
Just as i was hurting  
Well then you just turned up  
  
So never give up hoping  
You can't see you around the bend  
Well you be sure of one thing  
Love's waiting at the end  
  
Love will always find you  
No matter where you hide, yeah now  
Love is gonna find you  
It's only just a matter of time  
  
Love's our common hero  
It always gets its man  
Love is so much stronger  
Don't you know it will win in the end  
  
Love will always find you  
No matter where you hide, oh yeah  
Love is gonna find you  
It's only just a matter of time  
  
Love's our common hero  
It always gets its man  
Love is so much stronger  
It's only just a matter of time

"
252,George Strait,Blue Clear Sky,/g/george+strait/blue+clear+sky_20059461.html,"You swear you've had enough, you're ready to give up  
On that little lie they call love, then out of the blue clear sky  
Fallin' right into your hands, like rain on the desert sand  
It's the last thing you had planned out of the blue clear sky.  
  
Here she comes a walkin' talkin' true love  
Sayin' I been lookin' for you love  
Surprise your new love has arrived  
Out of the blue clear sky.  
  
Ain't love a funny thing, one day you're givin' up the dream  
And the next you're pickin' out a ring out of the blue clear sky.  
  
Here she comes a walkin' talkin' true love  
Sayin' I been lookin' for you love  
Surprise your new love has arrived  
Out of the blue clear sky.

"
253,Bob Dylan,Do You Hear What I Hear?,/b/bob+dylan/do+you+hear+what+i+hear_20855080.html,"Said the night wind to the little lamb  
Do you see what I see?  
Way up in the sky, little lamb  
Do you see what I see?  
A star, a star, dancing in the night  
With a tail as big as a kite  
With a tail as big as a kite  
  
Said the little lamb to the shepherd boy  
Do you hear what I hear?  
Ringing through the sky, shepherd boy  
Do you hear what I hear?  
A song, a song high above the trees  
With a voice as big as the sea  
With a voice as big as the sea  
  
Said the shepherd boy to the mighty king  
Do you know what I know?  
In your palace warm, mighty king  
Do you know what I know?  
A Child, a Child shivers in the cold  
Let us bring him silver and gold  
Let us bring him silver and gold  
  
Said the king to the people everywhere  
Listen to what I say!  
Pray for peace, people, everywhere  
Listen to what I say!  
The Child, the Child sleeping in the night  
He will bring us goodness and light  
He will bring us goodness and light

"
254,Alabama,Changes Comin' On,/a/alabama/changes+comin+on_20005101.html,"Long hair was not in style the first time I heard Haggard on the radio, but I
could feel the changes comin' on.  
The Beatles crossed the ocean, an overnight explosion on the T.V.  
My brother had to go to Vietnam.  
  
Ford unveiled the Mustang.  
Things were good in Detroit for the people there.  
And I could feel changes comin' on.  
From Atlanta Doctor King told the world he had a dream.  
People followed him.  
And Daddy said my hair was getting long.  
  
I could feel changes comin' on.  
People started singin' different songs, searchin' for the place where they
belong.  
I could feel changes comin' on.  
  
Well, I'm still hooked on Haggard.  
But the Beatles can't come back like we hoped they would.  
In Memphis, Tennessee, The King is gone.  
As I put my kids to bed, I wonder what lies ahead for them to see, 'cause I
can feel the changes comin' on.  
  
I could feel changes comin' on.  
People stilll are singin' different songs.  
They're searchin' for the place where they belong.  
I can feel changes comin' on.  
  
I can feel changes comin' on. I can feel changes comin' on.

"
255,Donna Summer,Running For Cover,/d/donna+summer/running+for+cover_20042355.html,"Spent the best of my life running scared  
In the city  
Left my shoes and my clothes and  
My lovers behind, yeah  
Oh but I felt incomplete  
Living out there in the street  
I was always alone and afraid  
Such a pity  
Little girls just don't know what comes  
Out after dark  
But the devil wasn't in here  
Down on that dead end street  
And I say  
Running for cover  
Running for cover  
Running for cover  
It's take keeping me running  
I'm just scared that he's out tonight  
It's keeping me running  
I don't know why, but its getting dark  
Say the devil's in the park  
And its already after dark  
Running for cover  
Running for cover  
Running for cover, now  
Life is really so hard when you live in the city  
No one know what a young girl  
Has on her mind, yeah  
But you're headed for defect  
Down on that dead end street  
Never learned of the lesson  
You should, such a pity  
Still and all you'll stay away  
The others behind  
And the promise in the dark  
Is that the devil's in the park  
And I say  
Running for cover  
Running for cover  
Running for cover  
It's take keeping me running  
I'm just scared that he's out tonight  
It's keeping me running  
I don't know why, but its getting dark  
Say the devil's in the park  
And its already after dark  
running for cover  
Running for cover  
Running for cover  
Spent the best of my life running scared  
In the city  
Left my shoes and my clothes and  
My lovers behind, yeah  
Oh but I felt incomplete  
Living out there in the street  
running for cover  
Running for cover  
Running for cover  
It's take keeping me running  
I'm just scared that he's out tonight  
It's keeping me running  
I don't know why, but its getting dark  
Say the devil's in the park  
And its already after dark  

"
256,Alabama,The Maker Said Take Her,/a/alabama/the+maker+said+take+her_20255542.html,"I was taught to believe and never to doubt  
the man up above knows what he's talkin' about.  
So, when I heard that voice, so loud and clear,  
speak to my heart, I knew that she must be near.  
  
The Maker said take her and love her forever,  
take care of her for life and treat her right.  
  
I never was the one to listen very well.  
I walked my own way and felt what I felt,  
further out of touch with the master plan,  
but she was like a flight to the Promised Land.  
  
The Maker said take her and love her forever,  
take care of her for life  
Never forsake her, don't be a heart breaker.  
The Maker said take her and treat her right, just treat her right.  
  
He placed an angel in the palm of my hands.  
And for once in my life, I obeyed His commands.  
I'll take her and love her forever, take care of her for life.  
Ooh, never forsake her, don't be a heart breaker.  
The Maker said take her and treat her right, just treat her right.  
Ooh, just treat her right.  
  
The Maker said take her and love her forever,  
take care of her for life  
Never forsake her, don't be a heart breaker.  
The Maker said take her and treat her right, treat her right.  
For life.  

"
257,Alabama,Little Things,/a/alabama/little+things_20246820.html,"You kiss me awake in the mornin'  
Now what a way to start the day  
With love notes that you leave me  
Written in your own special way  
  
You call me up for nothin'  
I hear your voice on the line  
We start talkin' 'bout lovin'  
You get to me everytime  
  
It's those little things you do that make me love you so  
Little things that only you and I could ever know  
You don't have to lay the whole wide world here at my feel, oh no  
It's those little things you do that mean the most to me  
  
Lyin' in the bed beside you  
Touchin' in the middle of the night  
No you don't have to do any talkin'  
To tell me everything is all right  
  
It's those little things you do that make me love you so  
Little things that only you and I will ever know  
You don't have to lay the whole wide world here at my feel, oh no  
It's those little things you do that mean the most to me  
  
It's those little things you do that mean the most to me

"
258,Donna Summer,Could It Be Magic,/d/donna+summer/could+it+be+magic_20042183.html,"Oh baby it's been so long  
I've waited so long  
And now that I have you  
I want you to come, come, come  
  
Spirits move me every time I'm near you  
Whirling like a cyclone in my mind  
Oh sweet Peter, angel of my lifetime  
Answer to all answers I can find  
  
Baby, I want you, come, come, come into my arms  
Let me know the wonder of all of you  
Baby, I want you no, no, no, and hold on fast  
Could this be your magic at last?  
  
Baby, take me high upon a hillside  
High up where the stallion meets the sun  
I could love you, build my world around you  
Never leave you till my life is done  
  
Baby, I want you, come, come, come into my arms  
Let me know the wonder of all of you  
Baby, I want you no, no, no, hold on fast  
Could it be your magic at last?  
  
Baby I want you, come  
Now come and hold on fast  
Could this be your magic at last  
Could it be magic?  
  
Come, come, come into my arms  
Could this be your magic at last?  
Could it be magic?  
  
Come, come, come into my arms  
Let me know the wonder of all of you, all of you  
Baby I want you, now, now, oh now  
Oh come and hold on fast

"
259,Donna Summer,Once Upon A Time,/d/donna+summer/once+upon+a+time_10087842.html,"Once upon a time  
There was a girl  
Who lived in the land  
Of dreams unreal  
  
Hiding from reality  
Treated like a stranger  
Living in her fantasies  
Trapped within their world  
  
Once upon a time  
Her hopes had died  
No one there to hear  
Her futile cries  
  
Living in a house of stone  
No one on her side  
Family in name alone  
No place left to hide  
Aah!  
  
Once upon a time  
Once upon a time  
Once upon a time  
Once upon a time  
  
Once upon a dream  
A man will come  
And give her everything  
She wants and loves  
  
But in the morning  
She'll awake  
To face the room around her  
It's just another lonely day,  
  
And bitterness surrounds her  
Bitterness surrounds her  
Aah!

"
260,Gordon Lightfoot,Nous Vivons Ensemble,/g/gordon+lightfoot/nous+vivons+ensemble_20061646.html,"We've got to stay together  
We've got to find each other now  
That is how we can learn all about the other man's song  
On the plains of abraham  
When they sent the lamb to die  
You and I were asleep in the rock of ages  
Remember the unborn children still to come  
If you need me and I need you  
There's nothin' else needs sayin'  
Understand it  
I'm not too deaf to hear the song you're playin'  
Nous vivons ensemble  
Nous nous connaissons maintenant  
Voici comment nous pouvons decouvrir une autre humanite  
Sur les plaines d'abraham  
Lors do dernier sacrifice  
Toi et moi nous dormions tres loin dans le temp  
Souviens toi des enfants qui attendant encore  
Si tu me veux je serai la see'est tout ce que j'ai a dire  
Car comprend moi  
Je ne suis pas sourd a la musique que tu joues  

"
261,Alabama,Still Goin' Strong,/a/alabama/still+goin+strong_20318964.html,"Through the years  
We've had our ups and downs  
Ain't been a block  
We haven't been around  
  
We've been one step up  
And two steps back  
But our love's gotten  
Right back on track  
  
We're still goin' strong  
Like a freight train  
Burnin' on a midnight run  
We're rollin' right along  
Still goin' strong  
  
In tryin' times  
When push came down to shove  
We'd pull together  
And show what we're made of  
  
With a lot of love  
And a little faith  
We moved every mountain  
In our way  
  
We're still goin' strong  
With a fire that's hotter  
Than the desert sun  
We're still turnin' on  
Still goin' strong  
  
It's still as good  
As it's ever been  
Our love's just gettin'  
It's second wind  
  
We're still goin' strong  
Two hearts poundin'  
Like a rock and roll drum  
Lovin' all night long  
Still goin' strong  
  
We're still goin' strong  
Like a freight train  
Burnin' on a midnight run  
We're rollin' right along  
Still goin' strong  
  
Still goin' strong  
Goin' strong  
Still goin' strong  
Goin' strong  
Still goin' strong  
Goin' strong

"
262,Alabama,Down This Road,/a/alabama/down+this+road_20191557.html,"Down this road there's an old brick house  
My mama cried the day that I moved out  
And my first summer job was pumpin' gas and fixin' flats  
But at Henry Walker's Texaco  
Down this road, down this road  
  
Down this road there's a maple tree  
In a cotton field where Jenny first kissed me  
And I can still remember the night she said good-bye  
I stood there like a fool and watched her go  
Down this road, down this road  
  
And it goes on forever  
And it goes by too fast  
It'll take you anywhere you want to go  
And every memory will bring you back  
  
Down this road there's a small white church  
Daddy lived his life by the preacher's word  
He raised me right, I could always feel his love  
Even when the angels called him home  
Down this road  
  
And it goes on forever  
And it goes by too fast  
It'll take you anywhere you want to go  
And every memory will bring you back  
  
Down this road  
Down this road  
Down this road

"
263,Gordon Lightfoot,Me And Bobby Mcgee,/g/gordon+lightfoot/me+bobby+mcgee_20061588.html,"Busted flat in Baton Rouge  
Waiting for a train,  
When I's feelin' as fadded as my jeans  
Bobby thumbed a diesel down  
Just before it rained  
It rode us all the way from New Orleans  
  
I pulled my harpoon out my dirty red bandanna  
I's playin' soft while Bobby sang the blues  
Winsheild wipers slappin' time  
I's holdin' Bobby's hand in mine  
And we sang every song that driver knew  
  
Freedom's just another word  
For nothing left to loose  
Well nothing ain't nothing hun if it ain't free (da da)  
And feeling good was easy lord when he sang the blues  
Feeling good was good enough for me (da da)  
Good enough ffor me and my Bobby mcgee  
  
From the Kentucky cold mines  
To the California Sun  
Bobby shared the secrets of my soul  
Through all kinds of weather,  
Through everything we'd done  
My Bobby, baby, kept me from the cold  
One day a misleading lord  
I let him slip away  
He's looking for that home  
And I hope he finds it  
Well I'd trade enough tomorrows for one single yesterday  
To be holding Bobby's body next to mine  
Freedom's just another word for nothing left to loose  
Now nothing, well that's all that Bobby left me  
Well feeling good was easy lord when he sang the blues  
Feeling good was good enough for me good enough for me mm hmm and my Bobby
mcgee la da da da da (ect) my Bobby Mcgee la da da da da ect  
Hey don't boss my Bobby mcgee  
Oh I call him my lover, I call him my man, I'll call him my lover, do the best
I can c'mon and my Bobby oh and my Bobby, Bobby Mcgee lo la lola lo  
Hey hey hey Bobby Mcgee

"
